,,,,,,,,更新_20250502,
954,10706201-1,107062,会津よつば農業協同組合,喜多方営農経済センター,関東営業所,0007,福島県,,
955,10706203-1,107062,会津よつば農業協同組合,喜多方中央支店,関東営業所,0007,福島県,,
956,10706208-1,107062,会津よつば農業協同組合,喜多方営農経済東部店,関東営業所,0007,福島県,,
957,10706214-1,107062,会津よつば農業協同組合,喜多方営農経済（ＧＣ,関東営業所,0007,福島県,,
958,10706215-1,107062,会津よつば農業協同組合,喜多方営農経済西部店,関東営業所,0007,福島県,,
959,10708807-1,107088,会津よつば農業協同組合,南郷支店,福島営業所,0007,福島県,,
960,10708809-1,107088,会津よつば農業協同組合,舘岩支店,福島営業所,0007,福島県,,
961,10708812-1,107088,会津よつば農業協同組合,只見支店,福島営業所,0007,福島県,,
962,10708814-1,107088,会津よつば農業協同組合,伊南支店,福島営業所,0007,福島県,,
963,10708815-1,107088,会津よつば農業協同組合,みなみ西部営農経済センター,福島営業所,0007,福島県,,
964,10709400-1,107094,福島さくら農業協同組合,いわき地区本部,関東営業所,0007,福島県,,
965,10709403-1,107094,福島さくら農業協同組合,飯野支店,関東営業所,0007,福島県,,
966,10709405-1,107094,福島さくら農業協同組合,神谷支店,関東営業所,0007,福島県,,
967,10709406-1,107094,福島さくら農業協同組合,草野支店,関東営業所,0007,福島県,,
968,10709409-1,107094,福島さくら農業協同組合,高久支店,関東営業所,0007,福島県,,
969,10709410-1,107094,福島さくら農業協同組合,夏井営農経済センター,関東営業所,0007,福島県,,
970,10709413-1,107094,福島さくら農業協同組合,夏井営農経済センター,関東営業所,0007,福島県,,
971,10709415-1,107094,福島さくら農業協同組合,平窪支店,関東営業所,0007,福島県,,
972,10709419-1,107094,福島さくら農業協同組合,大野支店,関東営業所,0007,福島県,,
973,10709426-1,107094,福島さくら農業協同組合,勿来支店,関東営業所,0007,福島県,,
974,10709429-1,107094,福島さくら農業協同組合,内郷支店,関東営業所,0007,福島県,,
975,10709431-1,107094,福島さくら農業協同組合,小川営農経済センター,関東営業所,0007,福島県,,
976,10709433-1,107094,福島さくら農業協同組合,いわき菊田支店,関東営業所,0007,福島県,,
977,10709435-1,107094,福島さくら農業協同組合,久之浜支店,関東営業所,0007,福島県,,
978,10709436-1,107094,福島さくら農業協同組合,川前支店,関東営業所,0007,福島県,,
979,10709437-1,107094,福島さくら農業協同組合,好間支店,関東営業所,0007,福島県,,
980,10709438-1,107094,福島さくら農業協同組合,四倉支店,関東営業所,0007,福島県,,
981,10709439-1,107094,福島さくら農業協同組合,山田営農経済センター,関東営業所,0007,福島県,,
982,10709441-1,107094,福島さくら農業協同組合,田人支店,関東営業所,0007,福島県,,
983,10709442-1,107094,福島さくら農業協同組合,三和営農経済センター,関東営業所,0007,福島県,,
984,10709444-1,107094,福島さくら農業協同組合,三和支店,関東営業所,0007,福島県,,
985,10710800-1,107108,ふくしま未来農業協同組合,そうま地区本部,関東営業所,0007,福島県,,
986,10710822-1,107108,ふくしま未来農業協同組合,小高営農センター,福島営業所,007,福島県,,
987,10710824-1,107108,ふくしま未来農業協同組合,原町営農センター石神購買,関東営業所,0007,福島県,,
988,10710835-1,107108,ふくしま未来農業協同組合,相馬中村営農センター,関東営業所,0007,福島県,,
989,10710837-1,107108,ふくしま未来農業協同組合,原町営農センター原町購買,関東営業所,0007,福島県,,
990,10711100-1,107111,福島さくら農業協同組合,ふたば営農経済Ｃ,関東営業所,0007,福島県,,
991,10711106-1,107111,福島さくら農業協同組合,川内支店,福島営業所,0007,福島県,,
992,10711113-1,107111,福島さくら農業協同組合,広野支店,関東営業所,0007,福島県,,
993,10711800-1,107118,福島さくら農業協同組合,遠野よりそい店,関東営業所,0007,福島県,,
994,10711900-1,107119,福島さくら農業協同組合,いわき地区本部経済課,福島営業所,0007,福島県,,
995,10711903-1,107119,福島さくら農業協同組合,常磐グリーン,福島営業所,0007,福島県,,
996,10711904-1,107119,福島さくら農業協同組合,玉川支店,福島営業所,0007,福島県,,
997,10711906-1,107119,福島さくら農業協同組合,鹿島支店,福島営業所,0007,福島県,,
998,10711908-1,107119,福島さくら農業協同組合,渡辺営農経済サブセンター,福島営業所,0007,福島県,,
999,10711909-1,107119,福島さくら農業協同組合,小名浜支店,福島営業所,0007,福島県,,
1000,10711910-1,107119,福島さくら農業協同組合,泉グリーン,福島営業所,0007,福島県,,
1001,10711912-1,107119,福島さくら農業協同組合,渡辺支店,福島営業所,0007,福島県,,
1002,10712114-1,107121,会津よつば農業協同組合,永井野支店,関東営業所,0007,福島県,,
1003,10712116-1,107121,会津よつば農業協同組合,美里営農経済センター,関東営業所,0007,福島県,,
1004,10712120-1,107121,会津よつば農業協同組合,坂下営農経済センター金山・横田倉庫,関東営業所,0007,福島県,,
1005,10712170-1,107121,会津よつば農業協同組合,昭和支店,関東営業所,0007,福島県,,
1006,10800100-1,108001,ＪＡ全農にいがた,園芸部花き特産課,福島営業所,0008,新潟県,,
1007,10800200-1,108002,新津さつき　農業協同組合,本所,福島営業所,0008,新潟県,,
1008,10800202-1,108002,新津さつき　農業協同組合,金津支所,福島営業所,0008,新潟県,,
1009,10800203-1,108002,新津さつき　農業協同組合,小合支所,福島営業所,0008,新潟県,,
1010,10800204-1,108002,新津さつき　農業協同組合,覚路津事業所,福島営業所,0008,新潟県,,
1011,10800205-1,108002,新津さつき　農業協同組合,花夢里にいつ,福島営業所,0008,新潟県,,
1012,10800400-1,108004,新潟かがやき農業協同組合,ささかみ支店,福島営業所,0008,新潟県,,
1013,10800401-1,108004,新潟かがやき農業協同組合,神山センター,福島営業所,0008,新潟県,,
1014,10800500-1,108005,新潟かがやき農業協同組合,安田支店,福島営業所,0008,新潟県,,
1015,10800900-1,108009,新潟かがやき農業協同組合,阿賀アグリセンター,福島営業所,0008,新潟県,,
1016,10800901-1,108009,新潟かがやき農業協同組合,日出谷支所,福島営業所,0008,新潟県,,
1017,10800902-1,108009,新潟かがやき農業協同組合,鹿瀬事業所,福島営業所,0008,新潟県,,
1018,10800903-1,108009,新潟かがやき農業協同組合,豊実事業所,福島営業所,0008,新潟県,,
1019,10800904-1,108009,新潟かがやき農業協同組合,津川事業所,福島営業所,0008,新潟県,,
1020,10800905-1,108009,新潟かがやき農業協同組合,上川支所,福島営業所,0008,新潟県,,
1021,10800906-1,108009,新潟かがやき農業協同組合,西川事業所,福島営業所,0008,新潟県,,
1022,10800908-1,108009,新潟かがやき農業協同組合,三川支店,福島営業所,0008,新潟県,,
1023,10801200-1,108012,にいがた南蒲　農業協同組合,本所経済課,福島営業所,0008,新潟県,,
1024,10801201-1,108012,にいがた南蒲　農業協同組合,中野支店,福島営業所,0008,新潟県,,
1025,10801204-1,108012,にいがた南蒲　農業協同組合,中之島配送センター,福島営業所,0008,新潟県,,
1026,10801300-1,108013,羽茂　農業協同組合,本所,福島営業所,0008,新潟県,,
1027,10801301-1,108013,羽茂　農業協同組合,Ａコープ羽茂店,福島営業所,0008,新潟県,,
1028,10801302-1,108013,羽茂　農業協同組合,大橋支所,福島営業所,0008,新潟県,,
1029,10801303-1,108013,羽茂　農業協同組合,小泊支所,福島営業所,0008,新潟県,,
1030,10801304-1,108013,羽茂　農業協同組合,大崎支所,福島営業所,0008,新潟県,,
1031,10801600-1,108016,魚沼農業協同組合,片貝営農経済センター,福島営業所,0008,新潟県,,
1032,10801601-1,108016,魚沼農業協同組合,高梨支所,福島営業所,0008,新潟県,,
1033,10801800-1,108018,にいがた南蒲　農業協同組合,本所,福島営業所,0008,新潟県,,
1034,10801801-1,108018,にいがた南蒲　農業協同組合,下条支店,福島営業所,0008,新潟県,,
1035,10801802-1,108018,にいがた南蒲　農業協同組合,七谷支店,福島営業所,0008,新潟県,,
1036,10801900-1,108019,にいがた岩船　農業協同組合,荒川支店,福島営業所,0008,新潟県,,
1037,10801901-1,108019,にいがた岩船　農業協同組合,金屋支店,福島営業所,0008,新潟県,,
1038,10802000-1,108020,越後さんとう　農業協同組合,こしじ中央支店,福島営業所,0008,新潟県,,
1039,10802001-1,108020,越後さんとう　農業協同組合,神谷出張所,福島営業所,0008,新潟県,,
1040,10802002-1,108020,越後さんとう　農業協同組合,中野島出張所,福島営業所,0008,新潟県,,
1041,10802003-1,108020,越後さんとう　農業協同組合,浦出張所,福島営業所,0008,新潟県,,
1042,10802200-1,108022,えちご上越　農業協同組合,吉川支店,福島営業所,0008,新潟県,,
1043,10802300-1,108023,新潟市　農業協同組合,本所,福島営業所,0008,新潟県,,
1044,10802301-1,108023,新潟市　農業協同組合,河渡支店,福島営業所,0008,新潟県,,
1045,10802800-1,108028,越後ながおか　農業協同組合,経済部経済課,福島営業所,0008,新潟県,,
1046,10802801-1,108028,えちご中越農業協同組合,岡南プラザ店,福島営業所,0008,新潟県,,
1047,10802802-1,108028,越後ながおか　農業協同組合,十日町支店,福島営業所,0008,新潟県,,
1048,10802803-1,108028,えちご中越農業協同組合,長岡支店,福島営業所,0008,新潟県,,
1049,10802804-1,108028,えちご中越農業協同組合,栖吉プラザ店,福島営業所,0008,新潟県,,
1050,10802805-1,108028,えちご中越農業協同組合,山本プラザ店,福島営業所,0008,新潟県,,
1051,10802806-1,108028,えちご中越農業協同組合,長岡北支店,福島営業所,0008,新潟県,,
1052,10802807-1,108028,えちご中越農業協同組合,新組プラザ店,福島営業所,0008,新潟県,,
1053,10802808-1,108028,えちご中越農業協同組合,黒条プラザ店,福島営業所,0008,新潟県,,
1054,10802809-1,108028,えちご中越農業協同組合,上川西支店,福島営業所,0008,新潟県,,
1055,10802810-1,108028,えちご中越農業協同組合,下川西プラザ店,福島営業所,0008,新潟県,,
1056,10802811-1,108028,えちご中越農業協同組合,福戸プラザ店,福島営業所,0008,新潟県,,
1057,10802812-1,108028,越後ながおか　農業協同組合,王寺川支店,福島営業所,0008,新潟県,,
1058,10802813-1,108028,えちご中越農業協同組合,才津プラザ店,福島営業所,0008,新潟県,,
1059,10802814-1,108028,越後ながおか　農業協同組合,深沢支店,福島営業所,0008,新潟県,,
1060,10802815-1,108028,えちご中越農業協同組合,宮本プラザ店,福島営業所,0008,新潟県,,
1061,10802816-1,108028,越後ながおか　農業協同組合,大積支店,福島営業所,0008,新潟県,,
1062,10802817-1,108028,えちご中越農業協同組合,日越支店,福島営業所,0008,新潟県,,
1063,10802818-1,108028,越後ながおか　農業協同組合,関原支店,福島営業所,0008,新潟県,,
1064,10802819-1,108028,えちご中越農業協同組合,宮内支店,福島営業所,0008,新潟県,,
1065,10802820-1,108028,越後ながおか　農業協同組合,太田支店,福島営業所,0008,新潟県,,
1066,10802825-1,108028,えちご中越農業協同組合,山古志支店,福島営業所,0008,新潟県,,
1067,10802827-1,108028,越後ながおか　農業協同組合,日越地域営農センター,福島営業所,0008,新潟県,,
1068,10802828-1,108028,えちご中越農業協同組合,古正寺プラザ店,福島営業所,0008,新潟県,,
1069,10802900-1,108029,新潟かがやき農業協同組合,あがのアグリセンター,福島営業所,0008,新潟県,,
1070,10802902-1,108029,新潟かがやき農業協同組合,分田支店,福島営業所,0008,新潟県,,
1071,10802903-1,108029,新潟かがやき農業協同組合,水原支店,福島営業所,0008,新潟県,,
1072,10803100-1,108031,にいがた岩船　農業協同組合,朝日支店,福島営業所,0008,新潟県,,
1073,10803101-1,108031,にいがた岩船　農業協同組合,舘腰出張所,福島営業所,0008,新潟県,,
1074,10803102-1,108031,にいがた岩船　農業協同組合,舘腰出張所,福島営業所,0008,新潟県,,
1075,10803103-1,108031,にいがた岩船　農業協同組合,猿沢出張所,福島営業所,0008,新潟県,,
1076,10803104-1,108031,にいがた岩船　農業協同組合,塩野町出張所,福島営業所,0008,新潟県,,
1077,10803105-1,108031,にいがた岩船　農業協同組合,朝日支店,福島営業所,0008,新潟県,,
